issn,eissn,status,year
10289623,,inactive,2005
10289852,20721951,inactive,2005
10290540,,inactive,2016
10291962,,policy,2023
10292659,,inactive,2012
10293256,,inactive,1999
10293507,,inactive,2009
10293574,,inactive,1999
10293620,,inactive,2004
1029368X,,inactive,1999
10294414,,inactive,2010
10294864,,inactive,2014
10295097,,inactive,2010
10295925,,inactive,2006
10295933,,inactive,2009
10298622,,inactive,2005
10298770,,inactive,2005
10300112,18336914,inactive,2017
10300481,,inactive,2009
10302646,18328318,inactive,2018
1031170X,,inactive,2000
10313176,,inactive,1996
10321012,,inactive,2001
10321195,,inactive,2005
10323449,,inactive,2000
10325298,,inactive,2017
10331522,,inactive,2008
10336893,,inactive,2003
10338306,,inactive,2011
10338330,,inactive,2011
10344438,,inactive,2022
10346783,,inactive,2001
10347674,18348610,inactive,2014
10350772,20497776,inactive,2020
10351132,,inactive,2000
10353704,,inactive,2010
10356851,14422026,inactive,2003
10357319,,inactive,1995
10364005,,inactive,1997
10367128,,inactive,2016
10369708,,inactive,1995
10370544,15738590,inactive,1999
10372091,,inactive,1993
10372105,,inactive,2005
1037258X,,inactive,2017
10372911,18392520,inactive,2014
10373748,,inactive,2009
10375783,,inactive,2017
10381643,,inactive,2015
10382569,18394914,inactive,2013
10386807,,inactive,2018
1039091X,,inactive,2001
10392645,,inactive,1996
10394788,,inactive,2010
10397116,,inactive,2011
1039723X,,inactive,2010
10399712,,inactive,1999
10400257,,inactive,2003
10400486,,inactive,2003
10401237,15473325,inactive,2023
10401466,,inactive,2000
10402519,23310960,inactive,1998
10403108,,inactive,2000
10403973,,inactive,1990
1040550X,,inactive,2000
10405704,,inactive,1996
10405925,,inactive,1982
10406166,,inactive,1993
10406263,,inactive,1995
10407286,,inactive,1999
10407421,,inactive,1998
10407480,,inactive,2006
10407685,,inactive,2001
10407952,,inactive,1999
10408304,,inactive,2002
10408371,,inactive,2002
1040838X,,inactive,1992
10408460,,inactive,2016
10408827,,inactive,1996
10408878,,inactive,1997
10409564,18819885,inactive,2009
10411178,,inactive,1949
10411232,,inactive,2008
10412336,,inactive,2019
10412344,,inactive,2003
10412972,17457599,inactive,2013
10413235,,inactive,2002
10413480,,inactive,1996
10413499,,inactive,2003
10413766,,inactive,2013
10414665,,inactive,1998
10415505,26886855,inactive,2016
1041696X,,inactive,2011
10417826,,inactive,2020
10417958,,inactive,2005
10419918,15317005,inactive,2008
10420711,19306555,inactive,2010
10420967,15206440,inactive,2007
10421122,,inactive,2023
10421467,,inactive,2001
10421882,,inactive,2015
10422250,,inactive,2008
10422722,,inactive,2000
1042296X,2374958X,inactive,2004
10423915,1532172X,inactive,2013
10425179,10292365,inactive,2008
10426337,,inactive,2018
10426531,,inactive,1998
10426922,,inactive,1992
1042749X,,inactive,2008
1042752X,,inactive,1991
10428143,,inactive,1994
10428224,,inactive,2000
10429565,,inactive,1991
10429611,,inactive,1991
1042962X,,inactive,1994
10430652,,inactive,2002
10430733,,inactive,1991
10431543,15370844,inactive,2010
10431721,,inactive,1998
10431942,,inactive,1999
10432558,,inactive,2003
1043321X,18781918,inactive,2016
10433309,,inactive,1994
10434070,15353605,inactive,2012
10434356,,inactive,1993
10434518,,inactive,1993
10434542,15328457,inactive,2021
10434682,,inactive,1995
10435166,,inactive,1973
10435239,,inactive,2008
10437320,,inactive,1997
10437347,10990534,inactive,2001
10437932,,inactive,2023
10438092,,inactive,2017
10439366,,inactive,2001
10439471,,inactive,1996
10440046,15407578,inactive,2012
10440054,15407365,inactive,2007
10441891,,inactive,1995
10441980,,inactive,1991
10442030,,inactive,1991
10442057,19111568,inactive,2021
10443746,,inactive,2007
10443797,,inactive,1993
10444017,,inactive,2016
10444122,,inactive,2002
10444300,15414183,inactive,2013
10444386,,inactive,2006
10445471,,inactive,2004
10445765,10981284,inactive,1998
10445773,,inactive,1998
10445781,,inactive,1995
10446419,,inactive,2004
10446672,,inactive,2002
1044677X,21657254,inactive,2021
10447393,21688729,inactive,1998
1044758X,,inactive,2007
1044789X,,inactive,2009
10448403,,inactive,1998
10449167,,inactive,2016
10449442,,inactive,2004
10449493,,inactive,2007
10449523,,inactive,2002
10450203,,inactive,2000
10450483,,inactive,2014
10450920,,inactive,2020
10451765,,inactive,1997
10451870,,inactive,2006
10452699,15227111,inactive,1997
10452877,,inactive,2000
10453695,,inactive,2014
10453830,19391560,inactive,2019
10454241,,inactive,2005
10454411,15441113,inactive,2004
10454861,15499316,inactive,1995
10455418,,inactive,1997
10455485,,inactive,2001
10457828,,inactive,2008
10457984,,inactive,1996
10458077,,inactive,2017
10459227,,inactive,2011
10459235,15582620,inactive,1991
1045926X,10958533,inactive,2018
10460756,17454573,inactive,2010
10460764,,inactive,1992
1046199X,,inactive,2003
10463607,,inactive,1997
10464328,,inactive,2001
10464352,,inactive,1996
10464360,,inactive,1998
1046669X,15407039,inactive,2020
10466703,,inactive,1997
10466770,,inactive,2001
10466789,,inactive,2013
10467041,21694133,inactive,2016
10467386,,inactive,2002
10467394,,inactive,2016
10467459,,inactive,2002
10467467,,inactive,1994
10467475,,inactive,1992
10468595,,inactive,2005
10468641,,inactive,1990
10469095,,inactive,1992
10469354,,inactive,1995
10469516,,inactive,1999
10470336,,inactive,1992
10470387,,inactive,2000
10470719,,inactive,2010
10471928,,inactive,1953
10473149,,inactive,1992
1047322X,,inactive,2003
10473289,,inactive,2014
10474552,15271935,inactive,2018
10474749,,inactive,1999
10474757,15468356,inactive,2009
10474781,,inactive,1997
10475141,,inactive,2006
10475192,,inactive,2022
10475311,,inactive,2005
10475567,,inactive,1998
10475699,,inactive,1995
10477306,,inactive,2003
10477624,,inactive,1992
1047773X,,inactive,2001
10478892,,inactive,1997
10479325,,inactive,2019
10479422,,inactive,2003
10479627,,inactive,1993
10480293,,inactive,2006
10480935,,inactive,2000
10481842,,inactive,1991
10481990,,inactive,2001
10482687,,inactive,2000
10483055,,inactive,1997
10483624,,inactive,2004
10483632,,inactive,2004
10483640,,inactive,2003
10483799,,inactive,2004
10483802,,inactive,1998
10483810,,inactive,2004
10483888,,inactive,2004
10484167,,inactive,1995
10484396,,inactive,2006
10484477,,inactive,1992
10484876,1556486X,inactive,1995
10485317,,inactive,2016
10486690,,inactive,2009
10488251,,inactive,2007
10489533,16872177,inactive,2009
10489886,,inactive,2002
10490248,,inactive,2002
10490833,,inactive,1997
1049233X,,inactive,1999
10492364,,inactive,1997
10494871,,inactive,1992
10495118,,inactive,2003
10495150,,inactive,2002
10496467,15407357,inactive,2004
10496483,15286967,inactive,2009
1049801X,,inactive,2012
10498834,,inactive,1994
10498907,,inactive,2003
10499156,,inactive,2018
10499652,,inactive,1994
10499660,,inactive,1994
10501606,,inactive,2002
10501827,,inactive,1997
10502289,,inactive,2004
10502556,15404811,inactive,2023
10502947,10941622,inactive,2016
10503862,,inactive,1999
10505261,,inactive,2009
1050530X,,inactive,1988
10505636,,inactive,2004
1050575X,,inactive,2000
10505881,,inactive,2000
10506438,15344916,inactive,2016
10506586,15396290,inactive,2008
10506918,,inactive,1996
10507051,15410897,inactive,2009
10508414,15327108,inactive,2016
10509135,19381441,inactive,2014
10509267,,inactive,2009
10509364,,inactive,2009
1050964X,,inactive,1997
10509674,15408558,inactive,2024
10509844,,inactive,1998
10511733,,inactive,1996
10512144,15399192,inactive,2010
10512292,,inactive,1998
10512446,,inactive,1998
10515313,1943510X,inactive,2016
10515526,,inactive,1999
10516794,,inactive,1999
10517200,,inactive,2000
10517235,,inactive,2001
10517324,,inactive,2018
10517472,,inactive,1965
10518207,15582329,inactive,2000
10518266,,inactive,1998
10519831,,inactive,2005
10519858,,inactive,1997
10519998,10294929,inactive,2009
10520015,,inactive,1997
10520457,,inactive,2018
10520600,,inactive,1998
10521062,,inactive,1998
10521372,,inactive,2019
10521453,,inactive,2000
10521577,15575616,inactive,2016
1052214X,,inactive,1998
10522883,,inactive,1997
10522905,,inactive,2002
1052309X,,inactive,2000
10523359,,inactive,2003
10523421,,inactive,2003
10523901,,inactive,1996
10523928,,inactive,2019
10524207,,inactive,2007
10524231,,inactive,1998
10524924,,inactive,2005
10525572,,inactive,2011
10526781,,inactive,1997
10528040,,inactive,1995
10528776,,inactive,2000
10529306,,inactive,1994
10529411,15210677,inactive,2005
10529551,15334066,inactive,2015
10529950,,inactive,1998
10530495,15728870,inactive,2005
10530789,1573658X,inactive,2021
10530800,15733467,inactive,1996
10530894,,inactive,2015
10532528,,inactive,2007
10534180,,inactive,1995
10534245,14765519,inactive,2005
10534385,,inactive,2011
10534725,,inactive,1998
10535330,,inactive,2005
10535357,,inactive,2014
10535586,,inactive,2001
10535632,,inactive,1992
10536426,14350637,inactive,1998
1053749X,,inactive,1996
10537899,,policy,2024
1053816X,21684626,inactive,2016
10538348,,inactive,2010
10538550,,inactive,2004
10538720,15404056,inactive,2023
10538798,21687005,inactive,1996
1053881X,21687846,inactive,2005
10539557,,inactive,1995
10540407,,inactive,2009
1054044X,,inactive,1993
1054187X,,inactive,2009
1054206X,,inactive,1997
10542353,,inactive,2005
10543074,,inactive,2002
10543414,,inactive,2003
10545913,,inactive,1994
10547541,,inactive,1996
10548289,15501558,inactive,2021
10548505,,inactive,1994
10548793,,inactive,1997
10549692,,inactive,1993
10549714,,inactive,2003
10549803,,inactive,1995
10550305,,inactive,2001
1055050X,,inactive,2001
10551379,,inactive,2005
10551387,,inactive,2004
10553045,,inactive,1993
10553134,,inactive,2016
10556001,23750588,inactive,1995
10556699,,inactive,2000
10556818,,inactive,1996
10556877,15582604,inactive,1992
10556915,,inactive,2002
10557172,,inactive,1993
10557466,,inactive,1997
10557601,,inactive,1993
10558330,,inactive,1996
1055937X,,inactive,2005
10559612,10292322,inactive,2003
10562044,,inactive,1996
10562176,,discontinued,2016
10563466,,inactive,2002
10564764,,inactive,1998
10564772,,inactive,1994
10564942,,inactive,1999
10564950,,inactive,2001
10565477,,inactive,1994
10565884,,inactive,1998
10566163,15382982,inactive,2019
10567151,,inactive,1994
10567194,,inactive,2012
10567909,,inactive,1997
1056800X,,inactive,1994
10568077,,inactive,2006
10568670,,inactive,2001
10568700,15454266,inactive,2007
10568751,15398560,inactive,2008
10569014,,inactive,1999
10569170,,inactive,2019
10569189,,inactive,1997
10569219,17588529,inactive,2015
10569286,,inactive,2000
10570608,,inactive,2003
10570802,,inactive,2002
10572732,,inactive,1997
10572805,,inactive,1994
10573291,,inactive,2009
10573321,15470660,inactive,2008
10573526,,inactive,1998
10575022,,inactive,2012
10575634,10292349,inactive,2002
10575723,,inactive,2004
10576614,,inactive,2000
10577122,15581268,inactive,2003
10577130,1558125X,inactive,2004
10577629,23332379,inactive,2006
10577939,,inactive,2006
10578315,,inactive,2001
10578323,,inactive,1996
10579257,10990712,inactive,2000
10579389,,inactive,1992
10580271,,inactive,2000
10582452,15407012,inactive,2016
10583661,,inactive,1997
10583912,,discontinued,2017
10584323,,inactive,2001
10585095,,inactive,2002
10585885,,inactive,2001
10586628,,inactive,1999
10586687,,inactive,1994
10586741,1557797X,inactive,1994
1058708X,,inactive,2011
10587195,14679353,inactive,2009
1058725X,,inactive,2003
10587268,,inactive,2001
10587454,,inactive,2011
10587829,,inactive,2000
10587845,,inactive,1992
10588108,,inactive,2002
10588337,,inactive,1998
10589074,,inactive,1993
10589139,,inactive,1994
10589244,1875919X,discontinued,2023
10590501,15324095,inactive,2019
10590927,,inactive,2000
10591052,,inactive,2003
10591494,,inactive,2006
10591516,,inactive,2002
10592725,,inactive,1996
10593489,,inactive,1996
10594280,,inactive,2004
10594531,,inactive,2010
10595031,,inactive,2007
10597115,,inactive,1999
10597514,,inactive,1996
10597565,,inactive,2002
10599231,15286940,inactive,2023
10599258,,inactive,1996
10600051,,inactive,2002
10600558,,inactive,2005
1060071X,,inactive,2023
10601333,15322521,inactive,2016
1060135X,,inactive,2020
1060149X,,inactive,2019
10601694,,inactive,1875
1060278X,,inactive,1996
10603441,,inactive,2009
10603999,,inactive,2009
10604456,,inactive,1997
10605487,,inactive,2018
10605851,,inactive,1995
10606823,,inactive,2004
1060913X,,inactive,1997
10609172,,inactive,1997
10609393,15580423,inactive,2019
10611452,,inactive,2010
10611940,15580962,inactive,2022
10611959,,inactive,2020
10611967,15580431,inactive,2022
10611975,19447167,inactive,2020
10611991,,inactive,1999
10612009,,inactive,2002
1061222X,,inactive,1995
10613528,,inactive,1997
10613706,,inactive,1998
10613846,,inactive,2012
10615369,,discontinued,2015
10615385,10267883,inactive,2001
10616128,,inactive,1999
10617361,,inactive,1995
10617655,,inactive,1996
10619259,15326527,inactive,2006
10619364,,inactive,2005
10619526,,inactive,2001
10620249,,inactive,2009
10620257,,inactive,2000
10620265,,inactive,1999
10620273,23751088,inactive,1991
10620281,,inactive,1997
1062029X,,inactive,2016
10620311,,inactive,1997
10620346,,inactive,2012
10620656,,inactive,2002
1062094X,,inactive,2001
10621458,,inactive,2005
10623329,10292373,inactive,2008
10623345,,inactive,2000
10623388,,inactive,2019
10623604,16083326,discontinued,2017
10624732,15585735,inactive,2018
10626212,,inactive,2009
10626417,,inactive,1996
10627901,,inactive,2001
10628002,,inactive,2003
10628401,,inactive,1995
10630279,,inactive,2000
10631100,,inactive,2001
10631674,,inactive,2005
10632239,,inactive,2003
10633189,,inactive,2007
10633987,,inactive,2000
10634568,,inactive,1992
10635750,,inactive,1996
10635769,,inactive,2013
10635777,,inactive,2004
10636390,,inactive,1997
10636528,15580024,inactive,2000
10636552,15581861,inactive,1996
10636579,,inactive,2003
10636676,15582353,inactive,2005
10636692,15582566,inactive,2024
10637192,,inactive,2004
10637389,,inactive,1999
10637419,,inactive,2001
10637818,14684799,inactive,2022
10638490,,inactive,2005
10640517,,inactive,1998
10640525,,inactive,2002
1064122X,,inactive,2001
10641262,15476553,inactive,2013
10641858,,inactive,1996
10641866,,inactive,1996
10642277,,inactive,1995
10642315,,inactive,2021
10643842,,inactive,2016
10644849,,inactive,2010
10645136,,inactive,2000
10645454,,inactive,2006
10645586,,inactive,2018
10646000,,inactive,2000
10646345,,inactive,1999
10646655,,inactive,2012
10646671,,inactive,2023
1064668X,,inactive,2009
10647546,,inactive,1999
10647562,,inactive,2002
10648429,,inactive,1997
10649700,,inactive,2001
10649735,,discontinued,2025
10650555,,inactive,2009
10650741,,inactive,2014
1065075X,,inactive,2015
10650989,,inactive,2003
10651063,,inactive,1993
10651438,,inactive,2012
10652418,,inactive,2002
10652477,,inactive,1998
10652744,,inactive,1998
10653074,,inactive,1996
1065318X,,inactive,2003
10654704,,inactive,2002
1065514X,15635171,inactive,2018
1065609X,,inactive,2000
1065626X,,inactive,1997
10656278,,inactive,1997
10656766,,inactive,1998
10657258,17454522,inactive,2009
10657274,,inactive,2003
10657355,,inactive,1998
